db,src_table,label,field_key,evidence,reason
mimic-iv,mimiciv.icu.inputevents,Ranitidine (Prophylaxis),225911,adjudicated:both_agree,"'Ranitidine (Prophylaxis)' = 雷尼替丁, H2 受体拮抗剂 (应激性溃疡预防), 非升压药; 括号内 'Prophylaxis' 只是用途标注, 不改变药物身份。不属六种升压药 -> UNKNOWN。src_table 含 inputevents -> method=administration。"
mimic-iv,mimiciv.icu.inputevents,OR Packed RBC Intake,226368,adjudicated:both_agree,"'OR Packed RBC Intake' = 手术室内输注的浓缩红细胞 (血制品摄入量), 属血制品/液体入量记录, 明确在规则2排除范围内 -> UNKNOWN。'OR' 为 operating room 前缀、'Intake' 为入量占位命名, 均非商品名, 无通用名可还原。src_table 含 inputevents -> method=administration。"
mimic-iv,mimiciv.hosp.labevents,"Albumin, Ascites",50835,adjudicated:both_agree,"腹水白蛋白 (g/dL, p50 1.2)；单位虽与 albumin 同，但标本为腹腔积液 (用于计算 SAAG)，非血清白蛋白概念。"
mimic-iv,mimiciv.hosp.labevents,"Amylase, Ascites",50836,adjudicated:both_agree,"腹水淀粉酶 (IU/L, p99 74303)；虽单位与 amylase 同，但标本为腹腔积液 (胰源性腹水判读)，非血清淀粉酶概念。"
mimic-iv,mimiciv.hosp.labevents,"Bilirubin, Total, Ascites",50838,adjudicated:both_agree,"腹水总胆红素 (mg/dL, p99 50)，标本为腹腔积液 (胆汁性腹水判读)，与血清 bilirubin 非同一概念。"
mimic-iv,mimiciv.hosp.labevents,"Glucose, Ascites",50842,adjudicated:both_agree,腹水葡萄糖 (mg/dL)，标本为腹腔积液，临床判读与血糖不同。
mimic-iv,mimiciv.hosp.labevents,"Lactate Dehydrogenase, Ascites",50843,adjudicated:both_agree,腹水乳酸脱氢酶 (IU/L)，标本为腹腔积液，与血清 ld_ldh 非同一概念。
mimic-iv,mimiciv.hosp.labevents,"Total Protein, Ascites",50849,adjudicated:both_agree,"腹水总蛋白 (g/dL, p50 1.58)，标本为腹腔积液 (用于 SAAG/腹膜炎判读)，与血清 total_protein 非同一概念。"
mimic-iv,mimiciv.hosp.labevents,25-OH Vitamin D,50853,adjudicated:both_agree,"25-羟维生素 D (ng/mL, p50 23.7)，目录无维生素类概念。"
mimic-iv,mimiciv.hosp.labevents,Alpha-Fetoprotein,50864,adjudicated:both_agree,甲胎蛋白 AFP (ng/mL)，肿瘤标志物，目录无对应概念。
mimic-iv,mimiciv.hosp.labevents,Ammonia,50866,adjudicated:both_agree,"血氨 (umol/L, p50 40)，目录无 ammonia 概念。"
mimic-iv,mimiciv.hosp.labevents,Anti-Mitochondrial Antibody,50871,adjudicated:both_agree,抗线粒体抗体，自身抗体定性检测。
mimic-iv,mimiciv.hosp.labevents,Anti-Neutrophil Cytoplasmic Antibody,50872,adjudicated:both_agree,抗中性粒细胞胞浆抗体 (ANCA)，自身抗体定性项；名字含 Neutrophil 但与 neutrophils 计数无关。
mimic-iv,mimiciv.hosp.labevents,Anti-Nuclear Antibody,50873,adjudicated:both_agree,抗核抗体 (ANA)，自身免疫定性检测，目录无免疫学抗体概念。
mimic-iv,mimiciv.hosp.labevents,Anti-Smooth Muscle Antibody,50876,adjudicated:both_agree,抗平滑肌抗体，自身抗体定性检测。
mimic-iv,mimiciv.hosp.labevents,Barbiturate Screen,50879,adjudicated:both_agree,巴比妥类毒物筛查，定性项，目录无对应概念。
mimic-iv,mimiciv.hosp.labevents,Benzodiazepine Screen,50880,adjudicated:both_agree,苯二氮䓬类毒物筛查，定性阳/阴性，目录无毒物筛查概念。
mimic-iv,mimiciv.hosp.labevents,C3,50890,adjudicated:both_agree,补体 C3 (mg/dL)，免疫学指标，目录无补体概念。
mimic-iv,mimiciv.hosp.labevents,C4,50891,adjudicated:both_agree,补体 C4 (mg/dL)，免疫学指标，目录无补体概念。
mimic-iv,mimiciv.hosp.labevents,Carcinoembyronic Antigen (CEA),50900,adjudicated:both_agree,癌胚抗原 CEA (ng/mL)，肿瘤标志物，目录无对应概念。
mimic-iv,mimiciv.hosp.labevents,Digoxin,50917,adjudicated:both_agree,"地高辛血药浓度 (ng/mL, p50 1.0，治疗窗合理)，目录无该药物浓度概念。"
mimic-iv,mimiciv.hosp.labevents,Hepatitis A Virus Antibody,50937,adjudicated:both_agree,甲肝病毒抗体，血清学定性检测，目录无对应概念。
mimic-iv,mimiciv.hosp.labevents,Hepatitis A Virus IgM Antibody,50938,adjudicated:both_agree,甲肝病毒 IgM 抗体，血清学定性检测。
mimic-iv,mimiciv.hosp.labevents,Immunoglobulin A,50949,adjudicated:both_agree,免疫球蛋白 A 定量 (mg/dL)，目录无免疫球蛋白概念。
mimic-iv,mimiciv.hosp.labevents,Immunoglobulin G,50950,adjudicated:both_agree,免疫球蛋白 G 定量 (mg/dL)，目录无免疫球蛋白概念；与 globulin (总球蛋白 g/dL) 量纲与含义均不同。
mimic-iv,mimiciv.hosp.labevents,Immunoglobulin M,50951,adjudicated:both_agree,免疫球蛋白 M 定量 (mg/dL)，目录无免疫球蛋白概念。
mimic-iv,mimiciv.hosp.labevents,Parathyroid Hormone,50965,adjudicated:both_agree,"甲状旁腺激素 (pg/mL, p50 70)，内分泌指标，目录无对应概念。"
mimic-iv,mimiciv.hosp.labevents,Phenytoin,50967,adjudicated:both_agree,"苯妥英血药浓度 (ug/mL, p50 10.7, 治疗窗 10-20 合理)，但目录无抗癫痫药 TDM 概念。"
mimic-iv,mimiciv.hosp.labevents,Protein Electrophoresis,50975,adjudicated:both_agree,血清蛋白电泳，定性/图谱型结果，非单一测量量；与 total_protein/globulin 不同。
mimic-iv,mimiciv.hosp.labevents,Rheumatoid Factor,50980,adjudicated:both_agree,类风湿因子 (IU/mL)，自身免疫指标，目录无对应概念。
mimic-iv,mimiciv.hosp.labevents,tacroFK,50986,adjudicated:both_agree,tacroFK = 他克莫司血药浓度 (ng/mL)，免疫抑制剂 TDM；目录 medication 组仅含血管活性药输注速率，无此概念。
mimic-iv,mimiciv.hosp.labevents,Thyroxine (T4),50994,adjudicated:both_agree,甲状腺素 T4 (ug/dL)，甲状腺功能检查，目录无甲功概念。
mimic-iv,mimiciv.hosp.labevents,Triiodothyronine (T3),51001,adjudicated:both_agree,三碘甲状腺原氨酸 T3 (ng/dL)，甲状腺功能项，目录无甲功概念。
mimic-iv,mimiciv.hosp.labevents,Uric Acid,51007,adjudicated:both_agree,"尿酸 (Uric Acid, mg/dL, 血清生化)，概念目录 138 项中无 uric_acid 或等价条目。"
mimic-iv,mimiciv.hosp.labevents,Valproic Acid,51008,adjudicated:both_agree,丙戊酸血药浓度 (ug/mL)，抗癫痫药 TDM，目录无对应概念。
mimic-iv,mimiciv.hosp.labevents,"Albumin, Pleural",51046,adjudicated:both_agree,"胸水白蛋白 (g/dL, p50 1.5)，标本为胸腔积液，非血清 albumin 概念。"
mimic-iv,mimiciv.hosp.labevents,"Amylase, Pleural",51047,adjudicated:both_agree,胸水淀粉酶 (IU/L)，标本为胸腔积液，与血清 amylase 非同一概念。
mimic-iv,mimiciv.hosp.labevents,"Cholesterol, Pleural",51051,adjudicated:both_agree,胸水胆固醇 (mg/dL)，目录既无 cholesterol 也无体液版本概念。
mimic-iv,mimiciv.hosp.labevents,"Glucose, Pleural",51053,adjudicated:both_agree,胸水葡萄糖 (mg/dL)，标本为胸腔积液，临床含义与血糖不同，不指派 glucose。
mimic-iv,mimiciv.hosp.labevents,"Lactate Dehydrogenase, Pleural",51054,adjudicated:both_agree,胸水乳酸脱氢酶 (IU/L)；与目录 ld_ldh (血清 LDH) 标本不同，用于渗出液判别，非同一概念。
mimic-iv,mimiciv.hosp.labevents,"Total Protein, Pleural",51059,adjudicated:both_agree,"胸水总蛋白 (g/dL, p50 2.6)；虽单位与 total_protein 相同，但标本为胸腔积液 (Light 标准用)，临床概念不同。"
mimic-iv,mimiciv.hosp.labevents,"Bicarbonate, Urine",51076,adjudicated:both_agree,"尿碳酸氢盐 (mEq/L, p50 7.25)；单位虽与 bicarbonate 同，但标本为尿液、值域远低于血清 (20-30)，非同一概念。"
mimic-iv,mimiciv.hosp.labevents,"Calcium, Urine",51077,adjudicated:both_agree,"尿钙 (mg/dL, p50 3.34)；单位虽与 calcium 同，但标本为尿液、值域远低于血钙 (8.5-10.5)，非同一概念。"
mimic-iv,mimiciv.hosp.labevents,"Phosphate, Urine",51095,adjudicated:both_agree,尿磷 (mg/dL)；目录既无 phosphate 概念，标本亦为尿液。
mimic-iv,mimiciv.hosp.labevents,"Prot. Electrophoresis, Urine",51098,adjudicated:both_agree,尿蛋白电泳 (+/- 半定量)，定性项，目录无对应概念。
mimic-iv,mimiciv.hosp.labevents,Protein/Creatinine Ratio,51099,adjudicated:both_agree,尿蛋白/肌酐比值 (mg/mg)，为比值型派生指标，既非 total_protein 也非 creatinine。
mimic-iv,mimiciv.hosp.labevents,Lymphocytes,51116,adjudicated:both_agree,"名字与 lymphocytes 相似，但与腹水面板同组 (n_rows=2260, 伴 Total Nucleated Cells, Ascites 与 Macrophage)，为腹水淋巴细胞百分比，标本不同。"
mimic-iv,mimiciv.hosp.labevents,Macrophage,51117,adjudicated:both_agree,腹水面板中的巨噬细胞百分比；外周血分类不报告巨噬细胞，目录无对应概念。
mimic-iv,mimiciv.hosp.labevents,Mesothelial Cell,51118,adjudicated:both_agree,腹水间皮细胞百分比，体液细胞学项目，目录无对应概念。
mimic-iv,mimiciv.hosp.labevents,Monocytes,51120,adjudicated:both_agree,"与 52065 (Total Nucleated Cells, Ascites)、51125、51116 同组 (n_rows 均 2260)，为腹水细胞分类单核细胞百分比，非血常规 monocytes。"
mimic-iv,mimiciv.hosp.labevents,Other,51123,adjudicated:both_agree,腹水细胞分类中的 'Other' 残余类别百分比，非具体临床概念。
mimic-iv,mimiciv.hosp.labevents,Polys,51125,adjudicated:both_agree,腹水细胞分类中的多形核细胞百分比 (与 51116/51120/52065 同组 n_rows=2260)，非外周血 neutrophils。
mimic-iv,mimiciv.hosp.labevents,"RBC, Ascites",51127,adjudicated:both_agree,"腹水红细胞计数 (#/uL, p99 381310)，与目录 rbc (全血 m/uL) 非同一概念。"
mimic-iv,mimiciv.hosp.labevents,Acanthocytes,51134,adjudicated:both_agree,"棘形红细胞，血涂片形态学定性项 (categorical, 无数值)，非测量量。"
mimic-iv,mimiciv.hosp.labevents,Basophilic Stippling,51145,adjudicated:both_agree,嗜碱性点彩红细胞，属红细胞形态学定性项；名字含 Basophilic 但与目录 basophils (嗜碱性粒细胞百分比) 无关。
mimic-iv,mimiciv.hosp.labevents,Bite Cells,51147,adjudicated:both_agree,咬痕红细胞，血涂片形态学定性项。
mimic-iv,mimiciv.hosp.labevents,Elliptocytes,51197,adjudicated:both_agree,椭圆形红细胞，血涂片形态学定性项。
mimic-iv,mimiciv.hosp.labevents,Fibrin Degradation Products,51213,adjudicated:both_agree,"纤维蛋白降解产物 (FDP, ug/mL, categorical 半定量)；与 d_dimer 为不同检测项，与 fibrinogen 量纲亦不同。"
mimic-iv,mimiciv.hosp.labevents,Fragmented Cells,51216,adjudicated:both_agree,破碎红细胞 (裂细胞)，血涂片形态学定性项，非测量量。
mimic-iv,mimiciv.hosp.labevents,H/O Smear,51219,adjudicated:both_agree,H/O Smear (血液科涂片会诊标记)，自由文本/定性项，非测量量。
mimic-iv,mimiciv.hosp.labevents,Heparin,51228,adjudicated:both_agree,"肝素/抗-Xa 活性水平 (IU/mL, p50 0.34)，是化验浓度而非目录中的任何概念；目录无 heparin。"
mimic-iv,mimiciv.hosp.labevents,Inpatient Hematology/Oncology Smear,51236,adjudicated:both_agree,血液科/肿瘤科住院涂片会诊，定性文本结果，非测量量。
mimic-iv,mimiciv.hosp.labevents,Lupus Anticoagulant,51243,adjudicated:both_agree,狼疮抗凝物，凝血相关定性筛查；与目录 pt/ptt/inr 等定量凝血指标非同一概念。
mimic-iv,mimiciv.hosp.labevents,Other Cells,51259,adjudicated:both_agree,'Other Cells' 为细胞分类中的其他细胞百分比，是残余类别而非具体临床概念。
mimic-iv,mimiciv.hosp.labevents,Promyelocytes,51269,adjudicated:both_agree,早幼粒细胞百分比；目录仅有 metamyelocytes 与 immature_granulocytes，promyelocytes 是独立的分化阶段，不可混指。
mimic-iv,mimiciv.hosp.labevents,Sedimentation Rate,51288,adjudicated:both_agree,红细胞沉降率 ESR (mm/hr)；目录炎症指标仅 crp，无 ESR，二者非同一概念。
mimic-iv,mimiciv.hosp.labevents,Spherocytes,51292,adjudicated:both_agree,球形红细胞，血涂片形态学定性项，非测量量。
mimic-iv,mimiciv.hosp.labevents,Target Cells,51294,adjudicated:both_agree,靶形红细胞，外周血涂片红细胞形态学定性描述 (categorical)，非可比测量量。
mimic-iv,mimiciv.hosp.labevents,Lymphocytes,51427,adjudicated:both_agree,体液 (关节液) 细胞分类淋巴细胞百分比，同组伴 Macrophage 项，标本非外周血，不等同 lymphocytes。
mimic-iv,mimiciv.hosp.labevents,Macrophage,51428,adjudicated:both_agree,体液 (关节液) 巨噬细胞百分比，目录无对应概念。
mimic-iv,mimiciv.hosp.labevents,Monos,51431,adjudicated:both_agree,'Monos' 属同一体液细胞分类组 (n_rows=1616)，p50 1.0% 与血常规单核细胞分布不符，非 monocytes。
mimic-iv,mimiciv.hosp.labevents,Other Cell,51434,adjudicated:both_agree,体液细胞分类中的 'Other Cell' 残余类别百分比，非具体临床概念。
mimic-iv,mimiciv.hosp.labevents,Polys,51436,adjudicated:both_agree,与 51427/51431/51428 (含 Macrophage) 同组 n_rows≈1616，为关节液/体液细胞分类多形核百分比，非外周血 neutrophils。
mimic-iv,mimiciv.hosp.labevents,Lymphocytes,51446,adjudicated:both_agree,胸水细胞分类淋巴细胞百分比 (与胸水面板同组)，标本为胸腔积液，非外周血 lymphocytes。
mimic-iv,mimiciv.hosp.labevents,Macrophages,51447,adjudicated:both_agree,胸水巨噬细胞百分比，体液细胞学项，目录无对应概念。
mimic-iv,mimiciv.hosp.labevents,Mesothelial Cells,51448,adjudicated:both_agree,胸水间皮细胞百分比，体液细胞学项，目录无对应概念。
mimic-iv,mimiciv.hosp.labevents,Monos,51450,adjudicated:both_agree,"与 52391 (Total Nucleated Cells, Pleural)、51446、51455 同组 (n_rows≈1600)，为胸水单核细胞百分比，非血常规 monocytes。"
mimic-iv,mimiciv.hosp.labevents,Other,51453,adjudicated:both_agree,胸水细胞分类中的 'Other' 残余类别百分比，非具体临床概念。
mimic-iv,mimiciv.hosp.labevents,Polys,51455,adjudicated:both_agree,胸水多形核细胞百分比，属胸水细胞分类面板，非血常规 neutrophils。
mimic-iv,mimiciv.hosp.labevents,"RBC, Pleural",51457,adjudicated:both_agree,"胸水红细胞计数 (#/uL, p99 686101)，与全血 rbc (m/uL) 标本与量纲均不同。"
mimic-iv,mimiciv.hosp.labevents,Eosinophils,51474,adjudicated:adjudicated,"尿/体液嗜酸细胞定性, 目录无对应概念。决定性证据: (1) mimic-code blood_differential.sql 将目录概念 eosinophils 专一定义为 itemid=51200 (绝对值走 51199/52073), 51474 在 mimic-code 中完全不出现, 故该概念并非 specimen-agnostic 派生, 不存在 226063 venous PO2 那类取材歧义; (2) gold_pairs.csv 中 eosinophils 已映射同表 mimic-iv 51200 (%, numeric, p50=0.71, n=67908), 而 51474 是同表另一 itemid 且 profile 迥异 (categorical/无单位/无分位数/n=1242); (3) itemid 邻域为尿沉渣与体液镜检区段 (51518 WBC Clumps /hpf, 5142x-5145x Polys/Macrophages/Mesothelial Cells/RBC Pleural)。categorical+无单位对目录 numeric % 属主动排除而非未能证实; 且无论其为尿、胸水还是脑脊液嗜酸细胞, 目录均无对应, 残余不确定性只在'是哪一种目录外检验', 不在'是否入目录', 故按规则2判 UNKNOWN 而非 UNSURE。注: MIMIC-III 同一 itemid 51474 上轮被判 UNSURE (unsure_set.csv 第7行 / adjudication_result.json chunk mimiciii_05), 存在跨库标签不一致, 建议一并改判。"
mimic-iv,mimiciv.hosp.labevents,WBC Clumps,51518,adjudicated:both_agree,"尿沉渣白细胞团块 (/hpf, categorical)，尿液镜检半定量描述，与 wbc (血 K/uL) 非同一概念。"
mimic-iv,mimiciv.hosp.labevents,ARCH-1,51564,adjudicated:both_agree,ARCH-1 为无语义的内部检验代码，无单位、数值分布无临床可解释性。
mimic-iv,mimiciv.hosp.labevents,HPE4,51660,adjudicated:both_agree,HPE4 为无语义内部检验代码，无单位。
mimic-iv,mimiciv.hosp.labevents,STX1,51732,adjudicated:both_agree,STX1 为无语义内部检验代码，无法对应任何临床概念。
mimic-iv,mimiciv.hosp.labevents,STX2,51733,adjudicated:both_agree,STX2 为无语义内部检验代码，无单位。
mimic-iv,mimiciv.hosp.labevents,STX3,51734,adjudicated:both_agree,STX3 为无语义内部检验代码，无单位，数值分布不可临床解释。
mimic-iv,mimiciv.hosp.labevents,STX6,51737,adjudicated:both_agree,STX6 为无语义内部代码，数值区间全负 (-85~-4.8)，非临床测量量。
mimic-iv,mimiciv.hosp.labevents,"Glucose, CSF",51790,adjudicated:both_agree,"脑脊液葡萄糖 (mg/dL, p50 72.9)；虽单位与 glucose 相同，但标本为脑脊液，临床含义 (脑膜炎判读) 与血糖不同。"
mimic-iv,mimiciv.hosp.labevents,"Total Protein, CSF",51802,adjudicated:both_agree,"脑脊液总蛋白 (mg/dL, p50 47.8)，与目录 total_protein (血清 g/dL) 标本与量纲均不同，非同一概念。"
mimic-iv,mimiciv.hosp.labevents,Influenza A by PCR,51865,adjudicated:both_agree,甲型流感 PCR，病原学定性检测，目录无对应概念。
mimic-iv,mimiciv.hosp.labevents,Influenza B by PCR,51873,adjudicated:both_agree,乙型流感 PCR，病原学定性检测，目录无对应概念。
mimic-iv,mimiciv.hosp.labevents,MRSA PCR,51877,adjudicated:both_agree,MRSA 筛查 PCR，病原学定性检测。
mimic-iv,mimiciv.hosp.labevents,Staph aureus PCR,51893,adjudicated:both_agree,金黄色葡萄球菌 PCR，病原学定性检测。
mimic-iv,mimiciv.hosp.labevents,C. diff PCR,51933,adjudicated:both_agree,艰难梭菌 PCR，微生物学定性检测，目录无感染病原学概念。
mimic-iv,mimiciv.hosp.labevents,CDT027,51956,adjudicated:both_agree,CDT027 为艰难梭菌 027 分型相关内部代码，微生物学定性项，目录无对应。
mimic-iv,mimiciv.hosp.labevents,Oxycodone,51989,adjudicated:both_agree,羟考酮毒物筛查，定性项，目录无对应概念。
mimic-iv,mimiciv.hosp.labevents,UTX1,52004,adjudicated:both_agree,UTX1 为无语义内部代码，无单位、含大负值，无法对应概念。
mimic-iv,mimiciv.hosp.labevents,UTX2,52005,adjudicated:both_agree,UTX2 为无语义内部代码，数值为大负值区间，非临床测量量。
mimic-iv,mimiciv.hosp.labevents,UTX3,52006,adjudicated:both_agree,UTX3 为无语义内部代码，无单位，分布跨度 0~5348 无临床解释。
mimic-iv,mimiciv.hosp.labevents,UTX4,52007,adjudicated:both_agree,UTX4 为无语义内部代码，数值含大量负值，非生理测量量。
mimic-iv,mimiciv.hosp.labevents,UTX5,52008,adjudicated:both_agree,UTX5 为无语义内部代码，无单位且分位数为大负值 (-369~339)，无任何临床量对应。
mimic-iv,mimiciv.hosp.labevents,UTX6,52009,adjudicated:both_agree,UTX6 为无语义内部代码，数值全为负，非生理量。
mimic-iv,mimiciv.hosp.labevents,UTX7,52010,adjudicated:both_agree,UTX7 为无语义内部代码，无单位、含大负值。
mimic-iv,mimiciv.hosp.labevents,Estimated GFR (MDRD equation),52026,adjudicated:both_agree,估算 GFR (MDRD 公式)，且此处为 categorical 报告 (如 >60)，属派生量，目录无 egfr。
mimic-iv,mimiciv.hosp.labevents,"Total Nucleated Cells, Ascites",52065,adjudicated:both_agree,腹水有核细胞总数 (#/uL)，体液细胞计数，目录无对应概念。
mimic-iv,mimiciv.hosp.labevents,Voided Specimen,52195,adjudicated:both_agree,Voided Specimen 为尿标本采集方式标注 (categorical)，属修饰属性而非测量量。
mimic-iv,mimiciv.hosp.labevents,Lymphs,52264,adjudicated:both_agree,"'Lymphs' 与 52272/52281/52285/52286 同组 (n_rows 均 2438，含 Total Nucleated Cells, CSF)，为脑脊液细胞分类计数，非外周血 lymphocytes；p50 42% 也不符血常规分类。"
mimic-iv,mimiciv.hosp.labevents,Macrophage,52266,adjudicated:both_agree,脑脊液巨噬细胞百分比 (与 52264/52286 同属 CSF 面板)，目录无对应概念。
mimic-iv,mimiciv.hosp.labevents,Monocytes,52272,adjudicated:both_agree,"与 52286 (Total Nucleated Cells, CSF) 同批次同 n_rows=2438，属脑脊液细胞分类中的单核细胞百分比，标本不同于血常规 monocytes。"
mimic-iv,mimiciv.hosp.labevents,Polys,52281,adjudicated:both_agree,'Polys' 属同一脑脊液分类组 (n_rows 2438)，为脑脊液多形核细胞百分比，非血常规 neutrophils。
mimic-iv,mimiciv.hosp.labevents,"RBC, CSF",52285,adjudicated:both_agree,"脑脊液红细胞计数 (#/uL, p99 237139)，与目录 rbc (全血 m/uL) 标本与量纲均不同。"
mimic-iv,mimiciv.hosp.labevents,"Total Nucleated Cells, CSF",52286,adjudicated:both_agree,"脑脊液有核细胞总数 (#/uL, p99 5791)，体液细胞计数，目录无对应概念 (与 wbc 标本与量纲均不同)。"
mimic-iv,mimiciv.hosp.labevents,"Total Nucleated Cells, Other",52369,adjudicated:both_agree,其他体液有核细胞总数 (#/uL)，体液细胞计数，目录无对应概念。
mimic-iv,mimiciv.hosp.labevents,"Total Nucleated Cells, Pleural",52391,adjudicated:both_agree,胸水有核细胞总数 (#/uL)，体液细胞计数，目录无对应概念。
mimic-iv,mimiciv.hosp.labevents,RFXUCU,52424,adjudicated:both_agree,RFXUCU 为内部检验代码，无标签语义、无单位、categorical，无法对应任何概念。
mimic-iv,mimiciv.hosp.labevents,E GENE CT,53105,adjudicated:both_agree,新冠 E 基因 Ct 值，分子检测中间量，目录无对应概念。
mimic-iv,mimiciv.hosp.labevents,E GENE ENDPT,53106,adjudicated:both_agree,E 基因终点荧光值，PCR 仪器原始参数，无临床概念对应。
mimic-iv,mimiciv.hosp.labevents,N2 GENE CT,53111,adjudicated:both_agree,新冠 N2 基因 Ct 值，分子检测中间量，目录无对应概念。
mimic-iv,mimiciv.hosp.labevents,N2 GENE ENDPT,53112,adjudicated:both_agree,N2 基因终点荧光值，PCR 仪器原始参数，无临床概念对应。
mimic-iv,mimiciv.hosp.labevents,Estimated GFR (CKD- EPI Refit),53161,adjudicated:both_agree,"估算肾小球滤过率 (CKD-EPI, mL/min/1.73m2)，是由肌酐推导的派生量，目录无 egfr，且不等同于 creatinine。"
mimic-iv,mimiciv.hosp.labevents,Ceph-IC,53169,adjudicated:both_agree,Ceph-IC 为检测内标 (internal control) 信号值，仪器参数而非临床概念。
mimic-iv,mimiciv.hosp.labevents,COV8IC,53173,adjudicated:both_agree,COV8IC 为新冠检测内标 (internal control) 信号值，仪器参数而非临床概念。
mimic-iv,mimiciv.hosp.labevents,COV8MC,53174,adjudicated:both_agree,COV8MC 为新冠检测仪器内部质控/信号参数，非临床测量量。
mimic-iv,mimiciv.hosp.labevents,"Anti-Nuclear Antibody, Titer",50874,adjudicated:both_agree,抗核抗体滴度，自身免疫定性，目录无对应
mimic-iv,mimiciv.hosp.labevents,"Cholesterol, LDL, Measured",50906,adjudicated:both_agree,LDL胆固醇 mg/dL，目录无任何血脂类概念
mimic-iv,mimiciv.hosp.labevents,"Hepatitis B Core Antibody, IgM",50939,adjudicated:both_agree,乙肝核心抗体IgM血清学定性，目录无病毒血清学概念
mimic-iv,mimiciv.hosp.labevents,Immunofixation,50948,adjudicated:both_agree,免疫固定电泳定性结果，目录无对应蛋白电泳/免疫学概念
mimic-iv,mimiciv.hosp.labevents,"HCG, Urine, Qualitative",51085,adjudicated:both_agree,尿HCG定性，目录无妊娠试验概念
mimic-iv,mimiciv.hosp.labevents,"Immunofixation, Urine",51086,adjudicated:both_agree,尿免疫固定电泳，目录无对应
mimic-iv,mimiciv.hosp.labevents,"Magnesium, Urine",51088,adjudicated:both_agree,尿镁，目录中无镁(magnesium)概念
mimic-iv,mimiciv.hosp.labevents,pH,51094,adjudicated:both_agree,名为pH但p01=1/p50=5/p99=8且取整分布，是尿试纸pH；目录ph为血气pH(p50≈7.4)，非同一概念且目录无尿pH
mimic-iv,mimiciv.hosp.labevents,"Uric Acid, Urine",51105,adjudicated:both_agree,尿尿酸，目录无尿酸概念(且为尿标本)
mimic-iv,mimiciv.hosp.labevents,Urine Volume,51108,adjudicated:both_agree,"尿量(mL, 24h标本体积)，目录无尿量/出量概念"
mimic-iv,mimiciv.hosp.labevents,Calcium Oxalate Crystals,51469,adjudicated:both_agree,尿草酸钙结晶镜检，与血钙calcium非同一概念
mimic-iv,mimiciv.hosp.labevents,Renal Epithelial Cells,51497,adjudicated:both_agree,尿肾小管上皮细胞镜检计数，目录无对应
mimic-iv,mimiciv.hosp.labevents,Uric Acid Crystals,51505,adjudicated:both_agree,尿沉渣尿酸结晶(/hpf)，镜检定性，目录无对应
mimic-iv,mimiciv.hosp.labevents,Free Kappa,51625,adjudicated:both_agree,游离kappa轻链，目录无免疫球蛋白轻链概念
mimic-iv,mimiciv.hosp.labevents,Free Kappa/Free Lambda Ratio,51626,adjudicated:both_agree,kappa/lambda比值，衍生指标，目录无对应
mimic-iv,mimiciv.hosp.labevents,Free Lambda,51627,adjudicated:both_agree,游离lambda轻链，目录无对应
mimic-iv,mimiciv.hosp.labevents,HPE6,51662,adjudicated:both_agree,HPE6为无法解读的检验项代码，无临床概念可对应
mimic-iv,mimiciv.hosp.labevents,HIT-Ab Interpreted Result,52131,adjudicated:both_agree,肝素诱导血小板减少抗体解释性结论，目录无对应
mimic-iv,mimiciv.hosp.labevents,HIT-Ab Numerical Result,52132,adjudicated:both_agree,HIT抗体OD值(U/mL)，目录无对应免疫检测概念
mimic-iv,mimiciv.hosp.labevents,Rapid Respiratory Syncytial Virus,53113,adjudicated:both_agree,呼吸道合胞病毒快速检测定性，目录无病原学概念
mimic-iv,mimiciv.icu.chartevents,Airway Type,223836,adjudicated:both_agree,人工气道类型(气管插管/气切/口咽通气道)，属Type+categorical器械属性；与o2_device(给氧装置)、ventilator_type(呼吸机机型)、intubated均非同一概念
mimic-iv,mimiciv.icu.chartevents,Neuro Symptoms,223921,adjudicated:both_agree,神经系统症状(自由分类)，非量化概念；与gcs等量表不同
mimic-iv,mimiciv.icu.chartevents,Neuro Drain #1 Type,223926,adjudicated:both_agree,脑引流管类型(Type+categorical)，器械属性
mimic-iv,mimiciv.icu.chartevents,Neuro Drain #1 Level,223930,adjudicated:both_agree,脑引流管高度/水平设置(分类)，装置设置
mimic-iv,mimiciv.icu.chartevents,Neuro Drain #1 Status,223931,adjudicated:both_agree,脑室引流管状态(分类)，置管护理评估
mimic-iv,mimiciv.icu.chartevents,Neuro Drain #1 Drainage,223932,adjudicated:both_agree,脑引流液性状(分类)，引流护理评估
mimic-iv,mimiciv.icu.chartevents,Circulation/Skin Integrity,224065,adjudicated:both_agree,约束肢体循环/皮肤完整性评估，护理评估
mimic-iv,mimiciv.icu.chartevents,Range of Motion,224067,adjudicated:both_agree,约束肢体活动度评估，护理评估
mimic-iv,mimiciv.icu.chartevents,Blood Flow (ml/min),224144,adjudicated:both_agree,透析血流速ml/min，是体外循环泵速，与心输出量co(L/min)非同一概念
mimic-iv,mimiciv.icu.chartevents,Heparin Dose (per hour),224145,adjudicated:both_agree,CRRT肝素剂量(units/hr)，目录无肝素等抗凝药概念(仅收录血管活性药)
mimic-iv,mimiciv.icu.chartevents,System Integrity,224146,adjudicated:both_agree,透析管路系统完整性评估(分类)，设备状态非临床测量概念
mimic-iv,mimiciv.icu.chartevents,Access Pressure,224149,adjudicated:both_agree,透析动脉端引血压(负值为主)，管路压力，目录无对应
